station,name,lat,lon,"last date",sum,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021
79040,"ST ARNAUD",-36.6175,143.2644,03/02/2021,0,0,0,0,0,0,0,0
80131,"ST ARNAUD (COONOOER BRIDGE (YAWONG))",-36.4442,143.3061,03/02/2021,0,0,0,0,0,0,0,0
81046,STANHOPE,-36.4436,144.9840,03/02/2021,0,0,0,0,0,0,0,0
79105,"STAWELL AERODROME",-37.0720,142.7402,03/02/2021,0,0,0,0,0,0,0,0
85166,STRATFORD,-37.9582,147.0843,03/02/2021,0.2,0,0,0.2,0,0,0,0
82042,STRATHBOGIE,-36.8472,145.7308,03/02/2021,0,0,0,0,0,0,0,0
82165,"STUMP HILL (BARJARG)",-36.9502,146.0095,03/02/2021,0,0,0,0,0,0,0,0
77094,"SWAN HILL AERODROME",-35.3766,143.5416,03/02/2021,0,0,0,0,0,0,0,0
85302,"TAMBORITHA-MOROKA (SNOWY RANGE)",-37.2864,146.7188,03/02/2021,0,0,0,0,0,0,0,0
82046,"TANGAMBALANGA NE DAIRY",-36.2509,147.0263,03/02/2021,0,0,0,0,0,0,0,0
81049,"TATURA INST SUSTAINABLE AG",-36.4378,145.2672,03/02/2021,0,0,0,0,0,0,0,0
83038,TAWONGA,-36.6566,147.1283,03/02/2021,0,0,0,0,0,0,0,0
90077,TERANG,-38.2362,142.9166,03/02/2021,1.2,0,0,1.2,0,0,0,0
85308,"THORPDALE PEAK",-38.3053,146.2139,03/02/2021,6.2,0,0,3.8,0,0,0,2.4
82142,"TOLMIE (MOUNT TABLETOP REPEATER)",-36.9461,146.2197,03/02/2021,0,0,0,0,0,0,0,0
80056,TONGALA,-36.2507,144.9591,03/02/2021,0,0,0,0,0,0,0,0
82148,"TOO ROUR (MOROKO PARK)",-36.8278,145.8494,03/02/2021,0,0,0,0,0,0,0,0
86117,"TOOROURRONG RESERVOIR (TOOROURRONG)",-37.4770,145.1513,03/02/2021,1.6,0,0,1.2,0.4,0,0,0
85281,"TRARALGON CREEK AT KOORNALLA",-38.3245,146.5301,03/02/2021,1,0,0,0.8,0.2,0,0,0
85009,"TRARALGON EPA",-38.1951,146.5293,03/02/2021,1.4,0,0,1.4,0,0,0,0
77048,"ULTIMA (POST OFFICE)",-35.4699,143.2669,03/02/2021,0,0,0,0,0,0,0,0
82018,"UPLANDS (GIBBO RIVER PARK)",-36.7691,147.6956,03/02/2021,0,0,0,0,0,0,0,0
86377,"UPPER PLENTY",-37.4225,145.0752,03/02/2021,2.2,0,0,2.2,0,0,0,0
86068,VIEWBANK,-37.7408,145.0972,03/02/2021,1.4,0,0,0.8,0.2,0,0,0.4
86350,WALLAN,-37.4187,144.9770,03/02/2021,0,0,0,0,0,0,0,0
88162,"WALLAN (KILMORE GAP)",-37.3807,144.9654,03/02/2021,0.2,0,0,0,0.2,0,0,0
76064,"WALPEUP RESEARCH",-35.1201,142.0040,03/02/2021,0,0,0,0,0,0,0,0
82138,"WANGARATTA AERO",-36.4205,146.3056,03/02/2021,0,0,0,0,0,0,0,0
86090,"WARBURTON (O'SHANNASSY RESERVOIR (QUARTE",-37.7089,145.7855,03/02/2021,0,0,0,0,0,0,0,0
89084,"WARRAMBINE CK AT WARRAMBINE",-37.9333,143.8667,03/02/2021,0.8,0,0,0.8,0,0,0,0
90186,"WARRNAMBOOL AIRPORT NDB",-38.2867,142.4522,03/02/2021,1.2,0,0,0.6,0.2,0,0.4,0
80061,"WEDDERBURN (POST OFFICE)",-36.4183,143.6123,03/02/2021,0,0,0,0,0,0,0,0
84128,"WEERAGUA (CANN RIVER (EAST BRANCH) AT CH",-37.3564,149.2058,03/02/2021,0.6,0,0,0.4,0,0,0,0.2
76067,WERRIMULL,-34.3883,141.5954,03/02/2021,0,0,0,0,0,0,0,0
89112,WESTMERE,-37.7067,142.9378,03/02/2021,0.6,0,0,0.6,0,0,0,0
82105,"WHITFIELD (KING RIVER AT CHESHUNT)",-36.8314,146.3982,03/02/2021,0,0,0,0,0,0,0,0
83032,"WHITLANDS (BURDER'S LANE)",-36.8473,146.3225,03/02/2021,0,0,0,0,0,0,0,0
89033,WICKLIFFE,-37.6901,142.7253,03/02/2021,1,0,0,0.6,0,0,0,0.4
89034,"WILLAURA (MAIN STREET)",-37.5483,142.7393,03/02/2021,0,0,0,0,0,0,0,0
88010,"WILLOWMAVIN (AVALON STATION)",-37.2531,144.8614,03/02/2021,0,0,0,0,0,0,0,0
85096,"WILSONS PROMONTORY LIGHTHOUSE",-39.1297,146.4246,03/02/2021,12,0,0,9.2,0,2.4,0,0.4
90167,"WINCHELSEA (POST OFFICE)",-38.2430,143.9887,03/02/2021,0.4,0,0,0.4,0,0,0,0
82056,WODONGA,-36.1180,146.9061,03/02/2021,0,0,0,0,0,0,0,0
84118,"WONNANGATTA RIVER @ WATERFORD",-37.4900,147.1658,03/02/2021,0,0,0,0,0,0,0,0
86127,WONTHAGGI,-38.6078,145.5965,03/02/2021,3.2,0.4,0,2,0,0,0,0.8
88061,WOODEND,-37.3578,144.5390,03/02/2021,0.2,0.2,0,0,0,0,0,0
77052,WOOMELANG,-35.6803,142.6664,03/02/2021,0,0,0,0,0,0,0,0
78042,WYCHEPROOF,-36.0775,143.2268,03/02/2021,0,0,0,0,0,0,0,0
86131,"YAN YEAN",-37.5552,145.1259,03/02/2021,1,0,0,0.6,0.2,0,0,0.2
85310,"YARRAGON SOUTH",-38.2741,146.0914,03/02/2021,6.6,0.2,0,3.2,0,0,0,3.2
85151,"YARRAM AIRPORT",-38.5647,146.7479,03/02/2021,6.6,0,0,6,0,0,0,0.6
81124,YARRAWONGA,-36.0294,146.0305,03/02/2021,0,0,0,0,0,0,0,0
88067,YEA,-37.2164,145.4301,03/02/2021,0,0,0,0,0,0,0,0
87130,ROMSEY,-37.3495,144.7494,03/02/2021,0,0,0,0,0,0,0,0
88124,"TABILK (TAHBILK WINERY)",-36.8253,145.0865,03/02/2021,0,0,0,0,0,0,0,0
85167,"MEERLIEU (SPRINGVALE WEST)",-38.0051,147.3958,03/02/2021,0.8,0,0,0.6,0,0,0.2,0
